0,3.98,2.312309492111206,10.766200702703298,104,9.65986078764875,2.3139705226946723
1,5.01,2.3094410091400146,12.463352197328094,111,8.906111152326762,2.31003301105304
2,6.66,2.306404351806641,10.589174213177156,109,10.293531658432867,2.3072431520095367
3,8.14,2.303232508087158,11.362194425620448,110,9.681228456358975,2.3044615925148646
4,9.68,2.3001523754119875,13.06695050257228,124,9.489589784210947,2.300871942887231
5,11.18,2.2972334712982176,12.95219589698387,108,8.338354427232648,2.298520868526775
6,12.84,2.294258366394043,11.881498492640365,122,10.268065099328103,2.2962029121896577
7,14.63,2.2911566310882567,11.65196400760264,139,11.929319375626777,2.2931665185579835
8,16.37,2.2880427963256835,13.668812531441766,140,10.24229425035746,2.2892509472507765
9,18.7,2.284624977874756,14.234756291602423,147,10.326836440938607,2.286557492324104
10,20.64,2.2816298332214355,10.361208030366214,106,10.230467305485947,2.2830152023851475
11,21.97,2.278827288818359,11.605230853910491,139,11.977357602771223,2.2804227385200835
12,23.22,2.2759129791259767,12.368280766868434,121,9.783089685684455,2.2770417886508842
13,24.49,2.272894915390015,10.79828455087216,99,9.16812291189381,2.2740252172615794
14,25.65,2.2703246395111085,11.555891838255341,111,9.605489697691588,2.271153073636132
15,26.61,2.2672892482757567,14.65506894947114,143,9.757715947502279,2.2675875517193247
16,27.86,2.2642739685058593,10.771452048139382,106,9.840827357933605,2.265356197725602
17,29.11,2.261411026763916,11.390291616247572,129,11.325434356394283,2.2635597834597423
18,30.39,2.2583285968780515,11.87140535366442,107,9.013254691616748,2.2595768716633593
19,31.56,2.2557805362701417,10.778195708718778,99,9.185210834492102,2.2582483197483505
20,32.5,2.2530329250335694,9.70823862685997,111,11.433587931480606,2.2538407924165806
21,33.5,2.2502242671966552,12.864043843930864,118,9.172854308613951,2.2512561988695405
22,34.09,2.24714691696167,12.78918886731887,128,10.00845333726266,2.247984509747405
23,34.76,2.244676629257202,11.770864761558549,83,7.051308606574305,2.244815226979171
24,35.82,2.2412870555877684,11.832904350789038,139,11.74690472256976,2.243095862383385
25,36.55,2.2381544551849366,12.416550757157914,103,8.295379450740166,2.2391734966043
26,37.64,2.2351278301239015,11.65729279070963,105,9.007237090560217,2.23587622817021
27,38.3,2.231650191116333,12.102184481529763,119,9.832935548257147,2.232977661797399
28,38.86,2.228315763092041,13.076077973722079,120,9.177063660919899,2.2294641526360857
29,39.62,2.22460810546875,11.236840077410914,137,12.192039670957588,2.225244013843082
30,40.22,2.2211887691497805,10.465673078762904,113,10.79720330929324,2.2228796047193033
31,40.63,2.2183294631958006,14.120635960436921,89,6.30283226969093,2.2180131842976523
32,41.14,2.2149513248443604,9.430711315535268,103,10.921763645794934,2.2160874444953085
33,41.62,2.211681788635254,13.283374404447631,94,7.076515133724325,2.213973651885513
34,42.02,2.208464624404907,10.10823633356243,107,10.585427216885238,2.208553765528184
35,42.5,2.2047487545013427,14.485064825413234,122,8.422468347256398,2.205934660203674
36,42.71,2.20116429977417,12.45585307646951,112,8.991756671534642,2.203098693504746
37,43.02,2.1979033058166504,11.848945318704596,107,9.030339589051115,2.200474505117762
38,43.45,2.194022699356079,13.23125021153572,104,7.860179373626173,2.1949795711454416
39,43.69,2.190155140686035,13.108578905210607,110,8.391451185931029,2.1935976250710385
40,44.12,2.1861505416870117,12.040990459461565,130,10.796454032388063,2.1869140344498645
41,44.43,2.1820525695800783,11.974856004182433,163,13.611854701473598,2.182575829824569
42,44.84,2.178268310928345,10.218058059739352,113,11.058852801515835,2.178570675605919
43,45.21,2.1744778453826905,10.578593055803042,106,10.020236097639861,2.1759039450017656
44,45.47,2.170543546676636,12.716066847616066,127,9.987364923597363,2.171836486641242
45,45.35,2.1659677726745605,12.747392770273303,109,8.550768142500958,2.166580648684785
46,45.64,2.1625441177368163,12.937752408140053,87,6.7245064873294496,2.163966768531461
47,45.71,2.1581854919433594,11.598155627717674,108,9.311825385572329,2.158710053568127
48,45.71,2.153825382614136,10.726724075684524,131,12.212489020478534,2.1537471231032037
49,46.02,2.149929006576538,12.834422257165588,100,7.791546670062923,2.1516760819992693
