10,13.121123938892769,13.1,1.009902418480157
12,13.696908827709086,14.6,1.0510931431328054
14,12.780070949921543,14.7,1.1706742707868694
16,12.991002334347959,20.3,1.635407713881928
18,14.687143803953067,18.2,1.2210978979910783
20,14.829129139359505,23.0,1.594609826465426
22,14.609187516432883,23.9,1.6590581921799696
24,14.70682179015481,24.1,1.6315412397289646
26,14.55164499417162,27.5,1.9138537493425236
28,16.057408546548153,33.9,2.1218378916269813
30,16.079985737520293,35.3,2.2303379726686177
32,16.22493686462844,31.7,1.9724578854535106
34,14.962343823724732,34.1,2.327096122463022
36,15.968199653394112,36.5,2.3119144055580456
38,16.72175421114502,36.8,2.224440540286765
40,15.692696895980394,36.2,2.2921246970529783
42,14.461684505974247,41.1,2.86109014482724
44,17.28773020081801,48.5,2.832461297313878
46,15.217322150179783,42.4,2.7968043356623307
48,14.962434913884683,45.9,3.1320780561949357
50,15.992840467327486,45.3,2.8575509190420196
52,16.278378540689005,48.9,3.037898244117353
54,16.141620606659966,51.6,3.216411061561646
56,18.554163525733767,56.3,3.062508513191754
58,17.610874436420428,59.8,3.4278690019415463
60,16.906553500641365,57.1,3.420667780770267
62,16.777867413343962,57.0,3.3932969437979614
64,17.01350494268243,65.7,3.8727878779158145
66,16.353361443071915,62.3,3.8550004054246307
68,17.847621373194052,62.4,3.5146009982564808
70,18.26890318385326,68.6,3.787217280353161
72,17.420306247108442,70.7,4.153247074326533
74,17.73460434059556,70.6,4.04311146165757
76,18.338471532745295,74.2,4.052285528325722
78,18.689201127426248,76.4,4.137925067901007
80,18.257945552487953,80.9,4.464434029493587
82,17.98777357930029,76.7,4.324894061277825
84,17.659417046546384,80.3,4.6215282300441185
86,19.171334496702965,82.1,4.32201431513742
88,17.0316137302895,86.0,5.095113021913412
90,17.257149723302497,81.1,4.776542349548338
92,17.043409925178043,82.7,4.858839817449189
94,17.852729066175527,87.8,4.928317696953988
96,17.602610043000585,95.9,5.4522065156369255
98,18.44049167665384,99.1,5.418022940932809
