50,17.656102851078835,49.8,2.8412966601391316
60,17.917423059855814,56.6,3.1474757297117106
70,16.203530530516808,47.8,2.940655969958346
80,16.54113020648914,46.1,2.922936422716781
90,17.840429453152836,52.1,2.960219675955394
100,17.59871176360237,48.2,2.82667161182094
110,16.075899822102414,45.8,2.879293363499026
120,19.10616752941049,52.0,2.7574167750747756
130,16.060337675898705,48.4,3.0190444036234463
140,15.952398477521209,44.5,2.806447048684615
150,16.553325853984322,51.3,3.193013008980673
160,15.073977706315599,44.2,2.981844140336297
170,16.38917099598867,43.0,2.5855785425564726
180,16.119724411425718,46.4,2.9074993587162785
190,16.875410125255705,46.8,2.792340785948334
200,16.56988619154744,47.4,2.896849776745238
210,16.29338543037833,50.5,3.089215779637009
220,17.56916618001552,49.2,2.8268469834469068
230,16.87831419423818,47.9,2.854509668179287
240,16.611471484450142,53.6,3.318153029484878
250,16.3558187610257,47.6,2.9876427695963104
260,16.52230903364369,49.5,3.0593473519956436
270,17.773426416207986,48.2,2.7303287223010506
280,17.323051418837675,50.3,2.947029371331432
290,16.2942887678657,48.5,2.977602738550249
300,15.458674794496181,49.8,3.2810919291847918
310,17.702318888305427,53.1,3.009320716064207
320,18.228652427556543,44.7,2.465030740604189
330,17.94994770258365,49.9,2.900298101694571
340,17.311015843954472,53.8,3.1948413805878766
350,15.11378612706541,45.8,3.0831823478396068
360,16.015285644490596,46.7,2.9169705239955626
370,15.859819560027484,52.2,3.3090248848403467
380,17.610594576910557,55.7,3.182229917184535
390,16.511035452664384,48.4,2.947028975156809
400,16.11934874226171,45.8,2.876980048560297
410,16.918154351743162,49.3,2.9972680472051474
420,16.161682940787944,51.1,3.2054642547646397
430,15.924816610781269,45.4,2.8895143331650353
440,16.624037180322713,49.9,3.044481004959928
450,15.409822493839687,47.2,3.0616236674198456
460,16.661419107367713,52.2,3.1377968512049206
470,16.213633887194796,50.0,3.102963475706653
480,17.71092030430279,47.3,2.6847795437534296
490,17.947445763094578,45.7,2.5531573180368
