4,10.341998579089534,6,0.5801586563869181
8,13.248380779879723,18,1.3586566010645276
12,18.873940256060287,35,1.8544087522350692
16,18.873940256060287,52,2.755121574749246
20,18.873940256060287,59,3.1260033251962596
24,18.873940256060287,66,3.496885075643273
28,18.873940256060287,70,3.7088175044701384
32,18.873940256060287,87,4.609530326984315
36,18.873940256060287,89,4.715496541397748
40,18.873940256060287,90,4.768479648604464
44,18.873940256060287,98,5.192344506258194
48,20.94917850824318,107,5.107598847272085
52,20.94917850824318,116,5.537209965266934
56,20.94917850824318,125,5.966821083261782
60,20.94917850824318,129,6.1577593579261585
64,20.94917850824318,138,6.5873704759210066
68,20.94917850824318,145,6.921512456583667
72,20.94917850824318,147,7.0169815939158555
76,20.94917850824318,148,7.0647161625819495
